network_element_id,region_id,date_id,hour,last_updated_ts,uptime_seconds,downtime_seconds,calls_attempted,calls_dropped,packets_sent,packets_lost,bandwidth_capacity_mb,bandwidth_used_mb,outage_minutes,repair_minutes,availability_percent,dropped_call_rate,latency_ms,latency_ms_p95,packet_loss_percent,bandwidth_utilization_percent,mttr_hours
10,10,2024-10-03,0,2024-10-03,86129,271,965,10,241165,122,1000,685,4.516666666666667,121,99.69,1.07,51.5,60.5,0.05,68.59,2.03
1,1,2024-10-04,0,2024-10-04,86242,158,644,5,133674,158,1000,756,2.6333333333333333,114,99.82,0.85,46.4,66.0,0.12,75.61,1.91
2,2,2024-10-04,0,2024-10-04,86297,103,853,6,91104,76,1000,603,1.7166666666666666,116,99.88,0.82,41.9,53.4,0.08,60.31,1.94
3,3,2024-10-04,0,2024-10-04,86218,182,1015,10,234329,85,1000,800,3.033333333333333,124,99.79,1.03,60.6,80.2,0.04,80.02,2.08
4,4,2024-10-04,0,2024-10-04,86315,85,757,7,134018,99,1000,712,1.4166666666666667,150,99.9,1.0,47.2,66.7,0.07,71.25,2.52
5,5,2024-10-04,0,2024-10-04,86262,138,764,9,104118,89,1000,827,2.3,142,99.84,1.21,37.8,45.3,0.09,82.71,2.37
6,6,2024-10-04,0,2024-10-04,86254,146,645,7,217040,239,1000,835,2.433333333333333,127,99.83,1.13,42.8,48.1,0.11,83.59,2.13
7,7,2024-10-04,0,2024-10-04,86169,231,1045,8,195921,161,1000,846,3.85,107,99.73,0.82,43.0,61.7,0.08,84.68,1.79
8,8,2024-10-04,0,2024-10-04,86312,88,858,8,206743,142,1000,730,1.4666666666666666,153,99.9,0.98,37.9,56.6,0.07,73.02,2.55
9,9,2024-10-04,0,2024-10-04,86400,0,840,9,246346,235,1000,749,0.0,93,100.0,1.08,54.0,70.5,0.1,74.99,1.56
10,10,2024-10-04,0,2024-10-04,86231,169,1110,6,102478,85,1000,614,2.816666666666667,159,99.8,0.61,40.5,50.5,0.08,61.48,2.67
1,1,2024-10-05,0,2024-10-05,86248,152,738,7,195583,128,1000,563,2.533333333333333,152,99.82,1.07,32.1,39.9,0.07,56.37,2.54
2,2,2024-10-05,0,2024-10-05,86186,214,1066,11,186094,183,1000,643,3.566666666666667,125,99.75,1.08,45.3,60.2,0.1,64.36,2.1
3,3,2024-10-05,0,2024-10-05,86204,196,1145,13,84810,81,1000,774,3.2666666666666666,90,99.77,1.14,45.4,61.2,0.1,77.48,1.51
4,4,2024-10-05,0,2024-10-05,86291,109,429,5,81975,83,1000,776,1.8166666666666667,129,99.87,1.19,44.5,57.0,0.1,77.63,2.15
5,5,2024-10-05,0,2024-10-05,86029,371,1024,12,136087,138,1000,792,6.183333333333334,100,99.57,1.26,55.0,62.4,0.1,79.28,1.67
6,6,2024-10-05,0,2024-10-05,86204,196,592,4,80016,73,1000,713,3.2666666666666666,167,99.77,0.78,42.6,55.4,0.09,71.39,2.79
7,7,2024-10-05,0,2024-10-05,86133,267,463,4,145028,102,1000,702,4.45,131,99.69,0.97,40.5,51.6,0.07,70.23,2.19
8,8,2024-10-05,0,2024-10-05,86096,304,557,5,215382,196,1000,775,5.066666666666666,150,99.65,0.93,47.4,54.5,0.09,77.57,2.5
9,9,2024-10-05,0,2024-10-05,86213,187,1076,11,174452,132,1000,718,3.1166666666666667,139,99.78,1.04,38.7,45.2,0.08,71.88,2.32
10,10,2024-10-05,0,2024-10-05,86113,287,825,9,107090,69,1000,642,4.783333333333333,70,99.67,1.15,37.6,47.0,0.06,64.25,1.18
1,1,2024-10-06,0,2024-10-06,86237,163,769,5,106962,95,1000,615,2.716666666666667,114,99.81,0.7,41.0,60.4,0.09,61.51,1.92
2,2,2024-10-06,0,2024-10-06,86312,88,1075,11,147000,148,1000,589,1.4666666666666666,103,99.9,1.08,31.9,45.0,0.1,58.91,1.72
3,3,2024-10-06,0,2024-10-06,86284,116,1174,11,236803,132,1000,741,1.9333333333333333,109,99.87,0.98,51.1,59.8,0.06,74.17,1.83
4,4,2024-10-06,0,2024-10-06,86219,181,616,5,176501,118,1000,735,3.0166666666666666,113,99.79,0.81,42.3,60.5,0.07,73.56,1.89
5,5,2024-10-06,0,2024-10-06,86241,159,656,6,247505,177,1000,875,2.65,175,99.82,0.93,40.2,46.8,0.07,87.53,2.93
6,6,2024-10-06,0,2024-10-06,86151,249,687,11,229592,102,1000,788,4.15,120,99.71,1.67,48.5,57.3,0.04,78.83,2.01
7,7,2024-10-06,0,2024-10-06,86208,192,1131,8,150220,138,1000,639,3.2,98,99.78,0.71,58.1,73.7,0.09,63.95,1.65
8,8,2024-10-06,0,2024-10-06,86243,157,595,3,229822,186,1000,509,2.6166666666666667,64,99.82,0.66,46.3,60.9,0.08,50.97,1.07
9,9,2024-10-06,0,2024-10-06,86095,305,723,10,133188,109,1000,770,5.083333333333333,151,99.65,1.47,48.4,57.4,0.08,77.0,2.52
10,10,2024-10-06,0,2024-10-06,86271,129,485,4,193695,162,1000,521,2.15,132,99.85,0.84,46.1,56.9,0.08,52.12,2.2
1,1,2024-10-07,0,2024-10-07,86282,118,788,7,137037,85,1000,980,1.9666666666666666,133,99.86,0.94,47.3,52.4,0.06,98.0,2.23
2,2,2024-10-07,0,2024-10-07,86210,190,771,5,110829,106,1000,766,3.1666666666666665,69,99.78,0.73,32.5,40.3,0.1,76.6,1.16
3,3,2024-10-07,0,2024-10-07,86239,161,402,3,243248,158,1000,758,2.683333333333333,167,99.81,0.81,55.7,65.3,0.07,75.83,2.79
4,4,2024-10-07,0,2024-10-07,86111,289,705,5,111077,58,1000,449,4.816666666666666,88,99.67,0.78,45.8,54.3,0.05,44.94,1.48
5,5,2024-10-07,0,2024-10-07,86280,120,533,4,208308,198,1000,806,2.0,86,99.86,0.85,50.4,64.0,0.1,80.65,1.45
6,6,2024-10-07,0,2024-10-07,86107,293,684,8,201990,135,1000,701,4.883333333333334,114,99.66,1.23,44.6,58.1,0.07,70.15,1.9
7,7,2024-10-07,0,2024-10-07,86073,327,762,7,234445,182,1000,856,5.45,108,99.62,0.93,50.6,60.6,0.08,85.66,1.81
8,8,2024-10-07,0,2024-10-07,86218,182,862,6,118602,106,1000,645,3.033333333333333,127,99.79,0.73,52.2,68.9,0.09,64.55,2.12
9,9,2024-10-07,0,2024-10-07,86267,133,453,3,172725,148,1000,757,2.216666666666667,128,99.85,0.83,46.8,62.0,0.09,75.75,2.14
10,10,2024-10-07,0,2024-10-07,86371,29,982,7,125562,81,1000,844,0.48333333333333334,117,99.97,0.77,48.9,60.2,0.07,84.5,1.95
1,1,2024-10-08,0,2024-10-08,86271,129,1104,12,206187,118,1000,744,2.15,146,99.85,1.11,52.1,63.0,0.06,74.41,2.44
2,2,2024-10-08,0,2024-10-08,86289,111,1177,13,175424,145,1000,842,1.85,149,99.87,1.15,46.4,62.5,0.08,84.21,2.5
3,3,2024-10-08,0,2024-10-08,86237,163,791,4,191061,226,1000,702,2.716666666666667,102,99.81,0.59,44.8,54.7,0.12,70.28,1.72
4,4,2024-10-08,0,2024-10-08,86296,104,545,5,193496,163,1000,855,1.7333333333333334,107,99.88,1.05,50.3,61.2,0.08,85.58,1.79
5,5,2024-10-08,0,2024-10-08,86092,308,633,3,233911,187,1000,582,5.133333333333334,141,99.64,0.57,38.6,49.3,0.08,58.28,2.37
6,6,2024-10-08,0,2024-10-08,86157,243,599,6,196426,113,1000,811,4.05,111,99.72,1.16,52.6,58.8,0.06,81.13,1.85
7,7,2024-10-08,0,2024-10-08,86230,170,1098,13,151427,172,1000,761,2.8333333333333335,147,99.8,1.25,31.2,50.4,0.11,76.2,2.46
8,8,2024-10-08,0,2024-10-08,86268,132,977,7,113918,111,1000,536,2.2,117,99.85,0.81,51.8,65.1,0.1,53.7,1.95
9,9,2024-10-08,0,2024-10-08,86372,28,1071,13,227117,196,1000,683,0.4666666666666667,115,99.97,1.24,54.5,62.5,0.09,68.33,1.93
10,10,2024-10-08,0,2024-10-08,86131,269,622,1,185468,119,1000,676,4.483333333333333,95,99.69,0.27,36.0,52.5,0.06,67.61,1.59
1,1,2024-10-09,0,2024-10-09,86124,276,894,12,93683,74,1000,784,4.6,121,99.68,1.34,42.5,49.8,0.08,78.49,2.03
2,2,2024-10-09,0,2024-10-09,86302,98,1118,12,223494,154,1000,678,1.6333333333333333,97,99.89,1.1,51.5,70.1,0.07,67.83,1.63
3,3,2024-10-09,0,2024-10-09,86279,121,987,10,165065,116,1000,712,2.0166666666666666,150,99.86,1.05,39.2,49.9,0.07,71.23,2.51
4,4,2024-10-09,0,2024-10-09,86228,172,1052,11,152685,137,1000,752,2.8666666666666667,103,99.8,1.06,47.7,63.2,0.09,75.27,1.73
5,5,2024-10-09,0,2024-10-09,86140,260,918,12,249153,167,1000,643,4.333333333333333,138,99.7,1.31,48.9,66.7,0.07,64.37,2.3
6,6,2024-10-09,0,2024-10-09,86357,43,732,10,147162,84,1000,800,0.7166666666666667,94,99.95,1.4,44.7,56.0,0.06,80.0,1.57
7,7,2024-10-09,0,2024-10-09,86238,162,1034,5,221575,205,1000,676,2.7,113,99.81,0.56,43.1,57.0,0.09,67.64,1.89
8,8,2024-10-09,0,2024-10-09,86220,180,833,9,157960,132,1000,913,3.0,96,99.79,1.09,45.3,58.4,0.08,91.34,1.61
9,9,2024-10-09,0,2024-10-09,86142,258,736,9,129763,105,1000,859,4.3,124,99.7,1.3,42.9,52.9,0.08,85.99,2.08
10,10,2024-10-09,0,2024-10-09,86213,187,1182,12,174420,132,1000,666,3.1166666666666667,73,99.78,1.06,51.1,58.7,0.08,66.61,1.23
1,1,2024-10-10,0,2024-10-10,86323,77,928,10,172899,53,1000,743,1.2833333333333334,152,99.91,1.1,41.9,51.9,0.03,74.32,2.54
2,2,2024-10-10,0,2024-10-10,86152,248,1095,8,211414,147,1000,817,4.133333333333334,144,99.71,0.8,47.8,64.7,0.07,81.74,2.41
3,3,2024-10-10,0,2024-10-10,86199,201,614,6,228042,135,1000,583,3.35,142,99.77,1.02,40.4,45.8,0.06,58.39,2.37
4,4,2024-10-10,0,2024-10-10,86284,116,1183,13,84276,62,1000,645,1.9333333333333333,43,99.87,1.17,42.5,60.4,0.07,64.51,0.73
5,5,2024-10-10,0,2024-10-10,86366,34,837,7,145359,71,1000,759,0.5666666666666667,129,99.96,0.94,45.0,63.2,0.05,75.97,2.16
6,6,2024-10-10,0,2024-10-10,86179,221,941,13,174991,156,1000,851,3.683333333333333,128,99.74,1.44,55.2,63.8,0.09,85.18,2.15
7,7,2024-10-10,0,2024-10-10,86226,174,587,5,81866,47,1000,728,2.9,123,99.8,1.01,39.4,53.4,0.06,72.82,2.05
8,8,2024-10-10,0,2024-10-10,86177,223,1040,4,192522,113,1000,780,3.716666666666667,159,99.74,0.4,41.1,58.3,0.06,78.05,2.67
9,9,2024-10-10,0,2024-10-10,86177,223,1188,10,99846,92,1000,761,3.716666666666667,81,99.74,0.86,44.7,54.6,0.09,76.14,1.35
10,10,2024-10-10,0,2024-10-10,86298,102,702,5,121869,86,1000,613,1.7,130,99.88,0.79,46.8,64.9,0.07,61.36,2.18
1,1,2024-10-11,0,2024-10-11,86007,393,660,3,208069,224,1000,793,6.55,160,99.55,0.54,34.4,47.1,0.11,79.34,2.68
2,2,2024-10-11,0,2024-10-11,86280,120,1187,10,218588,105,1000,783,2.0,164,99.86,0.86,41.5,56.7,0.05,78.35,2.73
3,3,2024-10-11,0,2024-10-11,86204,196,887,3,205102,178,1000,662,3.2666666666666666,88,99.77,0.35,55.7,70.7,0.09,66.25,1.47
4,4,2024-10-11,0,2024-10-11,86369,31,888,7,189120,178,1000,683,0.5166666666666667,137,99.96,0.9,45.7,55.8,0.09,68.4,2.29
5,5,2024-10-11,0,2024-10-11,86279,121,563,4,177270,146,1000,687,2.0166666666666666,117,99.86,0.83,41.6,58.3,0.08,68.73,1.96
6,6,2024-10-11,0,2024-10-11,86026,374,975,5,185521,147,1000,709,6.233333333333333,108,99.57,0.61,47.4,62.7,0.08,70.91,1.81
7,7,2024-10-11,0,2024-10-11,86379,21,873,10,159238,65,1000,744,0.35,114,99.98,1.19,53.7,61.2,0.04,74.46,1.91
8,8,2024-10-11,0,2024-10-11,86005,395,612,6,226259,188,1000,656,6.583333333333333,119,99.54,1.09,36.6,55.1,0.08,65.64,2.0
9,9,2024-10-11,0,2024-10-11,86274,126,1156,6,106441,88,1000,879,2.1,133,99.85,0.55,47.2,59.5,0.08,87.94,2.22
10,10,2024-10-11,0,2024-10-11,86250,150,653,6,167067,95,1000,710,2.5,120,99.83,0.96,49.4,55.0,0.06,71.02,2.01
1,1,2024-10-12,0,2024-10-12,86228,172,1166,14,143456,108,1000,656,2.8666666666666667,139,99.8,1.22,45.6,53.4,0.08,65.7,2.33
2,2,2024-10-12,0,2024-10-12,86268,132,457,4,234642,234,1000,720,2.2,164,99.85,1.02,43.2,60.6,0.1,72.04,2.74
3,3,2024-10-12,0,2024-10-12,86215,185,906,6,109698,99,1000,710,3.0833333333333335,151,99.79,0.73,38.4,55.7,0.09,71.05,2.53
4,4,2024-10-12,0,2024-10-12,86233,167,1026,13,123511,86,1000,691,2.783333333333333,130,99.81,1.32,42.9,56.4,0.07,69.2,2.18
5,5,2024-10-12,0,2024-10-12,86252,148,896,10,200641,227,1000,755,2.466666666666667,128,99.83,1.13,53.8,67.8,0.11,75.59,2.14
6,6,2024-10-12,0,2024-10-12,86214,186,717,9,100395,95,1000,668,3.1,144,99.78,1.3,44.2,61.9,0.1,66.9,2.42
7,7,2024-10-12,0,2024-10-12,86269,131,691,7,175996,131,1000,803,2.183333333333333,118,99.85,1.07,48.6,61.7,0.07,80.32,1.98
8,8,2024-10-12,0,2024-10-12,86262,138,625,4,130795,104,1000,650,2.3,120,99.84,0.69,40.5,49.4,0.08,65.05,2.0
9,9,2024-10-12,0,2024-10-12,86295,105,763,7,233241,235,1000,752,1.75,105,99.88,1.02,48.2,60.7,0.1,75.25,1.75
10,10,2024-10-12,0,2024-10-12,86175,225,721,6,107079,87,1000,694,3.75,71,99.74,0.86,50.7,67.2,0.08,69.43,1.19
1,1,2024-10-13,0,2024-10-13,86184,216,653,8,205653,151,1000,660,3.6,108,99.75,1.3,50.7,61.8,0.07,66.08,1.81
2,2,2024-10-13,0,2024-10-13,86070,330,622,3,81429,53,1000,752,5.5,129,99.62,0.53,54.3,70.0,0.07,75.28,2.15
3,3,2024-10-13,0,2024-10-13,86167,233,656,5,199904,217,1000,792,3.8833333333333333,52,99.73,0.79,47.4,53.4,0.11,79.28,0.87
4,4,2024-10-13,0,2024-10-13,86230,170,854,8,141537,135,1000,803,2.8333333333333335,100,99.8,0.98,44.6,52.8,0.1,80.39,1.67
5,5,2024-10-13,0,2024-10-13,86271,129,869,12,83656,80,1000,701,2.15,106,99.85,1.42,45.7,62.9,0.1,70.14,1.77
6,6,2024-10-13,0,2024-10-13,86214,186,644,6,81322,33,1000,758,3.1,90,99.79,0.99,47.7,65.2,0.04,75.89,1.5
7,7,2024-10-13,0,2024-10-13,86217,183,780,7,184749,164,1000,686,3.05,131,99.79,0.95,40.2,58.2,0.09,68.68,2.2
8,8,2024-10-13,0,2024-10-13,86091,309,1139,14,112742,79,1000,863,5.15,155,99.64,1.27,52.4,58.0,0.07,86.39,2.59
9,9,2024-10-13,0,2024-10-13,86280,120,1068,18,177610,186,1000,586,2.0,137,99.86,1.71,36.8,44.5,0.11,58.66,2.29
10,10,2024-10-13,0,2024-10-13,86236,164,503,5,111351,43,1000,791,2.7333333333333334,143,99.81,1.14,43.4,51.1,0.04,79.15,2.4
1,1,2024-10-14,0,2024-10-14,86132,268,498,4,187559,175,1000,583,4.466666666666667,120,99.69,0.91,49.9,68.2,0.09,58.36,2.0
2,2,2024-10-14,0,2024-10-14,86302,98,591,4,168767,187,1000,549,1.6333333333333333,106,99.89,0.84,42.0,49.8,0.11,54.98,1.78
3,3,2024-10-14,0,2024-10-14,86243,157,899,7,179939,153,1000,828,2.6166666666666667,178,99.82,0.88,55.2,65.3,0.09,82.9,2.98
4,4,2024-10-14,0,2024-10-14,86276,124,1145,7,198534,93,1000,713,2.066666666666667,150,99.86,0.67,40.6,59.4,0.05,71.31,2.5
5,5,2024-10-14,0,2024-10-14,86195,205,498,5,139918,112,1000,780,3.4166666666666665,68,99.76,1.17,44.9,52.2,0.08,78.1,1.14
6,6,2024-10-14,0,2024-10-14,86060,340,615,7,124600,92,1000,732,5.666666666666667,105,99.61,1.15,39.7,46.5,0.07,73.26,1.76
7,7,2024-10-14,0,2024-10-14,86128,272,1071,13,85177,34,1000,609,4.533333333333333,100,99.69,1.25,38.6,55.7,0.04,60.9,1.67
8,8,2024-10-14,0,2024-10-14,86273,127,1147,18,137507,109,1000,688,2.1166666666666667,153,99.85,1.65,52.1,63.7,0.08,68.8,2.56
9,9,2024-10-14,0,2024-10-14,86400,0,641,7,153056,145,1000,651,0.0,142,100.0,1.11,45.2,53.8,0.09,65.13,2.38
10,10,2024-10-14,0,2024-10-14,86142,258,1015,10,175399,180,1000,755,4.3,126,99.7,1.01,45.1,61.3,0.1,75.57,2.1
1,1,2024-10-15,0,2024-10-15,86313,87,1088,15,175729,175,1000,437,1.45,153,99.9,1.38,35.8,51.6,0.1,43.8,2.56
2,2,2024-10-15,0,2024-10-15,86384,16,1097,9,219108,124,1000,622,0.26666666666666666,147,99.98,0.86,49.7,57.2,0.06,62.27,2.47
3,3,2024-10-15,0,2024-10-15,86303,97,589,5,161848,108,1000,665,1.6166666666666667,120,99.89,0.97,45.4,57.7,0.07,66.57,2.01
4,4,2024-10-15,0,2024-10-15,86197,203,1145,5,136757,100,1000,828,3.3833333333333333,132,99.77,0.5,44.5,62.9,0.07,82.86,2.21
5,5,2024-10-15,0,2024-10-15,86113,287,967,10,230792,215,1000,844,4.783333333333333,189,99.67,1.07,52.9,63.1,0.09,84.48,3.17
6,6,2024-10-15,0,2024-10-15,86206,194,563,4,189530,182,1000,798,3.2333333333333334,139,99.78,0.72,34.9,52.1,0.1,79.82,2.33
7,7,2024-10-15,0,2024-10-15,86334,66,534,4,81824,88,1000,758,1.1,97,99.92,0.8,49.4,63.3,0.11,75.87,1.62
8,8,2024-10-15,0,2024-10-15,86250,150,911,9,178905,106,1000,617,2.5,153,99.83,1.07,58.3,64.2,0.06,61.77,2.55
9,9,2024-10-15,0,2024-10-15,86186,214,1095,9,230671,248,1000,794,3.566666666666667,140,99.75,0.88,38.8,56.1,0.11,79.49,2.34
10,10,2024-10-15,0,2024-10-15,86282,118,493,3,126726,75,1000,775,1.9666666666666666,98,99.86,0.64,47.6,56.4,0.06,77.57,1.65
1,1,2024-10-16,0,2024-10-16,86161,239,927,12,209531,165,1000,770,3.9833333333333334,123,99.72,1.3,48.6,68.3,0.08,77.06,2.06
2,2,2024-10-16,0,2024-10-16,86090,310,700,10,115685,49,1000,772,5.166666666666667,126,99.64,1.53,54.9,61.7,0.04,77.28,2.12
3,3,2024-10-16,0,2024-10-16,86177,223,1114,8,225171,169,1000,752,3.716666666666667,123,99.74,0.76,37.1,54.0,0.08,75.3,2.06
4,4,2024-10-16,0,2024-10-16,86372,28,930,12,151764,142,1000,611,0.4666666666666667,132,99.97,1.34,38.5,54.7,0.09,61.15,2.21
5,5,2024-10-16,0,2024-10-16,86218,182,451,2,123156,107,1000,619,3.033333333333333,113,99.79,0.63,46.3,65.8,0.09,61.9,1.89
6,6,2024-10-16,0,2024-10-16,86185,215,1140,6,144666,131,1000,655,3.5833333333333335,86,99.75,0.61,49.9,58.4,0.09,65.54,1.43
7,7,2024-10-16,0,2024-10-16,86150,250,894,7,173384,133,1000,662,4.166666666666667,137,99.71,0.83,41.9,58.7,0.08,66.23,2.3
8,8,2024-10-16,0,2024-10-16,86238,162,675,4,247691,163,1000,676,2.7,141,99.81,0.69,38.0,47.3,0.07,67.64,2.36
9,9,2024-10-16,0,2024-10-16,86328,72,916,8,99464,87,1000,823,1.2,123,99.92,0.93,49.6,65.1,0.09,82.33,2.06
10,10,2024-10-16,0,2024-10-16,86084,316,474,3,236047,238,1000,702,5.266666666666667,139,99.63,0.75,48.3,57.4,0.1,70.3,2.33
1,1,2024-10-17,0,2024-10-17,86207,193,921,10,240056,189,1000,540,3.216666666666667,114,99.78,1.19,39.9,50.7,0.08,54.09,1.92
2,2,2024-10-17,0,2024-10-17,86309,91,632,6,245416,244,1000,818,1.5166666666666666,138,99.9,1.07,31.1,39.7,0.1,81.87,2.31
3,3,2024-10-17,0,2024-10-17,86213,187,678,3,139676,102,1000,754,3.1166666666666667,86,99.78,0.51,48.3,53.7,0.07,75.41,1.43
4,4,2024-10-17,0,2024-10-17,86329,71,480,5,156016,144,1000,610,1.1833333333333333,122,99.92,1.24,49.8,62.4,0.09,61.03,2.04
5,5,2024-10-17,0,2024-10-17,86315,85,904,8,236839,264,1000,900,1.4166666666666667,128,99.9,0.92,44.1,55.0,0.11,90.03,2.14
6,6,2024-10-17,0,2024-10-17,86116,284,1046,11,221000,119,1000,822,4.733333333333333,114,99.67,1.14,50.5,63.4,0.05,82.29,1.91
7,7,2024-10-17,0,2024-10-17,86309,91,769,6,205746,204,1000,846,1.5166666666666666,106,99.89,0.9,39.0,57.1,0.1,84.63,1.77
8,8,2024-10-17,0,2024-10-17,86249,151,541,6,169339,180,1000,655,2.5166666666666666,122,99.83,1.23,45.5,65.4,0.11,65.58,2.04
9,9,2024-10-17,0,2024-10-17,86182,218,923,8,154219,87,1000,820,3.6333333333333333,99,99.75,0.93,46.6,63.4,0.06,82.1,1.65
10,10,2024-10-17,0,2024-10-17,86130,270,938,12,81992,77,1000,690,4.5,95,99.69,1.37,40.0,58.3,0.09,69.08,1.59
1,1,2024-10-18,0,2024-10-18,86360,40,777,9,139447,139,1000,710,0.6666666666666666,94,99.95,1.27,52.7,72.6,0.1,71.04,1.58
2,2,2024-10-18,0,2024-10-18,86205,195,734,11,198256,158,1000,554,3.25,68,99.77,1.52,41.9,58.1,0.08,55.46,1.15
3,3,2024-10-18,0,2024-10-18,86167,233,551,4,135549,85,1000,579,3.8833333333333333,136,99.73,0.73,40.5,52.2,0.06,57.99,2.28
4,4,2024-10-18,0,2024-10-18,86171,229,796,9,247419,142,1000,629,3.816666666666667,95,99.74,1.22,52.0,68.7,0.06,62.94,1.6
5,5,2024-10-18,0,2024-10-18,86352,48,789,12,95521,59,1000,794,0.8,149,99.94,1.58,41.6,49.5,0.06,79.48,2.49
6,6,2024-10-18,0,2024-10-18,86010,390,548,3,110123,79,1000,554,6.5,98,99.55,0.7,42.1,49.8,0.07,55.45,1.65
7,7,2024-10-18,0,2024-10-18,86257,143,891,9,229824,177,1000,788,2.3833333333333333,135,99.84,1.04,46.6,63.3,0.08,78.82,2.26
8,8,2024-10-18,0,2024-10-18,86344,56,866,9,183539,151,1000,916,0.9333333333333333,117,99.94,1.13,46.5,60.5,0.08,91.69,1.95
9,9,2024-10-18,0,2024-10-18,86299,101,1133,13,249476,127,1000,681,1.6833333333333333,105,99.88,1.16,39.7,55.2,0.05,68.14,1.76
10,10,2024-10-18,0,2024-10-18,86343,57,401,3,232833,125,1000,692,0.95,121,99.94,0.75,49.3,67.7,0.05,69.26,2.03
1,1,2024-10-19,0,2024-10-19,86163,237,474,4,190895,49,1000,567,3.95,125,99.73,0.88,54.4,60.2,0.03,56.74,2.09
2,2,2024-10-19,0,2024-10-19,86044,356,513,5,208003,198,1000,701,5.933333333333334,160,99.59,1.11,44.6,55.7,0.1,70.17,2.68
3,3,2024-10-19,0,2024-10-19,86200,200,1097,5,156236,93,1000,813,3.3333333333333335,146,99.77,0.54,40.0,56.4,0.06,81.39,2.44
4,4,2024-10-19,0,2024-10-19,86211,189,756,9,178780,175,1000,728,3.15,128,99.78,1.3,37.5,43.4,0.1,72.88,2.14
5,5,2024-10-19,0,2024-10-19,86162,238,1049,11,192186,150,1000,822,3.966666666666667,73,99.73,1.05,47.2,56.6,0.08,82.29,1.22
6,6,2024-10-19,0,2024-10-19,86239,161,805,9,214208,150,1000,593,2.683333333333333,156,99.81,1.14,49.1,59.5,0.07,59.31,2.6
7,7,2024-10-19,0,2024-10-19,86154,246,923,6,115352,134,1000,565,4.1,130,99.72,0.7,54.7,63.3,0.12,56.54,2.18
8,8,2024-10-19,0,2024-10-19,86400,0,541,5,174492,124,1000,673,0.0,121,100.0,1.09,50.0,62.5,0.07,67.34,2.02
9,9,2024-10-19,0,2024-10-19,86170,230,597,7,236513,202,1000,695,3.8333333333333335,92,99.73,1.33,50.6,70.4,0.09,69.6,1.55
10,10,2024-10-19,0,2024-10-19,86400,0,986,7,168752,196,1000,749,0.0,95,100.0,0.8,46.4,62.0,0.12,74.91,1.59
1,1,2024-10-20,0,2024-10-20,86173,227,896,3,149472,71,1000,600,3.783333333333333,127,99.74,0.35,45.2,55.7,0.05,60.1,2.12
2,2,2024-10-20,0,2024-10-20,86069,331,1028,9,175461,149,1000,684,5.516666666666667,130,99.62,0.92,46.8,64.6,0.08,68.49,2.17
3,3,2024-10-20,0,2024-10-20,86199,201,507,5,168661,155,1000,640,3.35,110,99.77,1.08,44.6,56.3,0.09,64.02,1.84
4,4,2024-10-20,0,2024-10-20,86250,150,726,8,127404,46,1000,590,2.5,102,99.83,1.12,41.9,57.7,0.04,59.05,1.71
5,5,2024-10-20,0,2024-10-20,86127,273,886,8,211541,112,1000,660,4.55,115,99.68,1.01,52.2,69.5,0.05,66.01,1.93
6,6,2024-10-20,0,2024-10-20,86265,135,1167,9,176827,145,1000,540,2.25,110,99.84,0.81,41.6,55.6,0.08,54.1,1.85
7,7,2024-10-20,0,2024-10-20,86158,242,725,8,248522,226,1000,740,4.033333333333333,123,99.72,1.19,33.6,42.8,0.09,74.04,2.06
8,8,2024-10-20,0,2024-10-20,86205,195,554,5,224190,145,1000,550,3.25,138,99.78,1.0,40.4,53.4,0.06,55.08,2.3
9,9,2024-10-20,0,2024-10-20,86150,250,1049,17,150989,107,1000,758,4.166666666666667,153,99.71,1.63,43.3,57.7,0.07,75.8,2.55
10,10,2024-10-20,0,2024-10-20,86142,258,959,9,165662,136,1000,783,4.3,114,99.7,0.94,46.0,62.0,0.08,78.39,1.91
1,1,2024-10-21,0,2024-10-21,86214,186,889,11,131644,82,1000,739,3.1,108,99.78,1.25,36.9,54.1,0.06,74.0,1.8
2,2,2024-10-21,0,2024-10-21,86245,155,541,5,111992,129,1000,862,2.5833333333333335,145,99.82,0.99,41.0,48.6,0.12,86.21,2.43
3,3,2024-10-21,0,2024-10-21,86284,116,1065,7,216977,181,1000,646,1.9333333333333333,145,99.87,0.72,49.6,56.9,0.08,64.66,2.42
4,4,2024-10-21,0,2024-10-21,86139,261,1005,13,121515,103,1000,789,4.35,114,99.7,1.32,43.4,52.4,0.09,78.99,1.91
5,5,2024-10-21,0,2024-10-21,86104,296,514,6,189927,211,1000,632,4.933333333333334,125,99.66,1.27,42.5,56.0,0.11,63.22,2.09
6,6,2024-10-21,0,2024-10-21,86329,71,436,4,221034,158,1000,717,1.1833333333333333,145,99.92,0.93,54.2,59.3,0.07,71.75,2.42
7,7,2024-10-21,0,2024-10-21,86244,156,1071,8,187413,105,1000,687,2.6,66,99.82,0.83,37.9,52.3,0.06,68.73,1.1
8,8,2024-10-21,0,2024-10-21,86312,88,907,6,145156,76,1000,802,1.4666666666666666,157,99.9,0.71,47.4,58.1,0.05,80.25,2.62
9,9,2024-10-21,0,2024-10-21,86334,66,563,4,119293,65,1000,593,1.1,96,99.92,0.75,37.7,49.1,0.06,59.39,1.61
10,10,2024-10-21,0,2024-10-21,86237,163,806,9,217708,169,1000,796,2.716666666666667,145,99.81,1.23,52.3,67.6,0.08,79.67,2.42
